,cfr,nombre,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte,Edad_buque,cluster
186,ESP000000226,NUEVO BASALDUA,25.6,80.80866666666665,Madera,205.94,Baja Definitiva,Laredo,Cantabria,Cantabria,Palangre,3,5
187,ESP000000227,GRAN SAN PEDRO,26.61,113.0,Madera,279.49,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,16,5
188,ESP000000228,SANTA MAÑE,30.56,107.0,Madera,369.96,Baja Definitiva,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,Cerco,13,5
189,ESP000000229,MONTECARLO,26.0,108.03,Madera,242.71,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,13,5
190,ESP000000230,NUEVO MIREN BEGOÑA,27.0,116.75,Madera,294.2,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,14,5
191,ESP000000231,CARNAVAL,26.489333333333335,89.0,Madera,242.71,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,5,5
192,ESP000000232,MARIA ROSARIO DE FATIMA,30.0,119.0,Acero,514.85,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,7,6
193,ESP000000233,ANA MARI,27.0,119.69733333333332,Madera,242.71,Baja Definitiva,Burela,Lugo,Galicia,Cerco,2,5
194,ESP000000234,SANTA MARIA DE SABADA,25.626666666666672,112.01,Madera,242.71,Baja Definitiva,Aviles,Asturias,Asturias,Cerco,11,5
195,ESP000000235,CUMBRE DEL GORBEA,18.956,161.68,Madera,198.58,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,7,5
196,ESP000000236,MIRLO DE ORO,24.229333333333333,85.67466666666665,Madera,242.71,Baja Definitiva,Ceuta,Ceuta,Ceuta,Artes menores,1,5
197,ESP000000237,NUEVO SAN NICOLAS,26.0,77.39399999999999,Madera,205.94,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,2,5
198,ESP000000238,NUEVO ARCA DE NOE,23.5,92.2,Madera,296.41,Baja Definitiva,Aviles,Asturias,Asturias,Cerco,11,5
199,ESP000000239,GRAN TIMOTEA,26.296000000000003,140.28,Madera,242.71,Baja Definitiva,Motrico,Gipuzkoa,País Vasco,Cerco,8,5
200,ESP000000240,GEMMA,10.2,6.196,Madera,44.13,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Palangre,2,8
201,ESP000000241,LAMERA TXIKI,17.52,37.45933333333334,Madera,169.16,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Palangre,3,5
202,ESP000000242,NUEVO SAN MIGUEL,26.7,184.21,Madera,312.59,Baja Definitiva,Ceuta,Ceuta,Ceuta,Cerco,9,5
203,ESP000000244,MAR HISPANICO,31.32,200.0,Acero,566.33,Baja Definitiva,Burela,Lugo,Galicia,Palangre,8,6
204,ESP000000245,NUEVO SAN PRUDENCIO,27.0,109.0,Madera,172.84,Baja Definitiva,Burela,Lugo,Galicia,Palangre,7,5
205,ESP000000246,NUEVA CAMILA,9.26,3.45,Madera,66.19,Baja Definitiva,Burela,Lugo,Galicia,Artes menores,17,0
206,ESP000000247,SEGUNDO CHOUPIN,10.8,4.960666666666667,Madera,41.92,Baja Definitiva,Burela,Lugo,Galicia,Artes fijas,4,8
207,ESP000000248,VILLA DE SARGADELOS,33.6,187.0,Acero,551.62,Baja Definitiva,Cillero,Lugo,Galicia,Artes fijas,24,6
208,ESP000000250,VIEIRASA,32.78,264.0,Acero,458.95,Baja Definitiva,Burela,Lugo,Galicia,Palangre,20,6
209,ESP000000251,NUEVO HERMANOS CASINA,16.0,47.0,Madera,94.14,Baja Definitiva,Burela,Lugo,Galicia,Artes fijas,10,5
210,ESP000000252,GERVIC,5.4,0.6973333333333334,Madera,3.68,Baja Definitiva,Burela,Lugo,Galicia,Palangre,3,8
211,ESP000000255,NUEVO GAVILAN DEL MAR,26.4,181.23,Madera,312.59,Baja Definitiva,Burela,Lugo,Galicia,Palangre,9,5
212,ESP000000256,CONCHA DE CARIÑO,10.920666666666667,8.304,Madera,75.02,Baja Definitiva,Burela,Lugo,Galicia,Cerco,3,8
213,ESP000000257,MENENDEZ VALDES,25.6,107.0,Madera,294.2,Baja Definitiva,Santander,Cantabria,Cantabria,Arrastre,7,5
214,ESP000000258,YOSU ENEKO,25.2,121.0,Acero,294.2,Baja Definitiva,Burela,Lugo,Galicia,Arrastre,16,1
215,ESP000000259,TERO,8.01,1.96,Madera,11.77,Baja Definitiva,Burela,Lugo,Galicia,Artes menores,14,0
216,ESP000000260,AMADORIN,9.482,4.23,Madera,35.3,Baja Definitiva,Burela,Lugo,Galicia,Artes fijas,8,8
217,ESP000000261,PEÑA ORXAL,24.0,83.0,Madera,257.42,Baja Definitiva,Burela,Lugo,Galicia,Cerco,7,5
218,ESP000000262,PERLA,8.4,4.31,Madera,23.54,Baja Definitiva,Burela,Lugo,Galicia,Artes fijas,6,8
219,ESP000000263,JUAN DE AUSTRIA II,10.2,5.5,Madera,23.54,Baja Definitiva,San Ciprián,Lugo,Galicia,Artes fijas,7,8
220,ESP000000264,MARIA AURORA,5.34,0.78,Madera,23.54,Baja Definitiva,Burela,Lugo,Galicia,Artes menores,14,0
221,ESP000000265,SIEMPRE FORTUNA,9.76,3.44,Madera,44.12,Alta Definitiva,Burela,Lugo,Galicia,Artes menores,36,7
222,ESP000000267,SANTA MARIA DE BURELA,23.95,79.80199999999999,Madera,205.94,Baja Definitiva,Burela,Lugo,Galicia,Palangre,2,5
223,ESP000000268,REINA DEL MAR DE BURELA,23.0,76.084,Madera,205.94,Baja Definitiva,Burela,Lugo,Galicia,Palangre,2,5
224,ESP000000269,ATILANO JUAN,24.54,137.67,Madera,257.42,Baja Definitiva,Burela,Lugo,Galicia,Palangre,7,5
225,ESP000000271,PROMONTORIO,27.52,201.0,Acero,353.04,Baja Definitiva,Aviles,Asturias,Asturias,Artes fijas,13,6
226,ESP000000272,DINA,23.1,65.728,Madera,183.87,Baja Definitiva,La Guardia,Pontevedra,Galicia,Palangre,2,5
227,ESP000000273,PERNAS GOMEZ,20.9,79.75066666666666,Madera,316.26,Baja Definitiva,La Coruña,A Coruña,Galicia,Palangre,2,5
228,ESP000000274,NUEVO CRISTO DE MEDINACELI,23.5,77.83133333333335,Madera,205.94,Baja Definitiva,Burela,Lugo,Galicia,Palangre,2,5
229,ESP000000275,BRISAS DEL CANTABRICO,23.23,76.72133333333333,Madera,205.94,Baja Definitiva,Burela,Lugo,Galicia,Palangre,2,5
230,ESP000000276,SAGRADA FAMILIA,21.9,72.2,Madera,176.52,Baja Definitiva,Santander,Cantabria,Cantabria,Cerco,10,5
231,ESP000000277,APOSTOL SANTIAGO,24.26,79.28133333333334,Madera,220.65,Baja Definitiva,Burela,Lugo,Galicia,Palangre,2,5
232,ESP000000278,MASSO 32,31.32,221.28,Acero,514.85,Baja Definitiva,Burela,Lugo,Galicia,Palangre,9,6
233,ESP000000279,NUEVO EBENEZER,28.15,238.0,Acero,485.43,Alta Definitiva,Burela,Lugo,Galicia,Artes fijas,36,1
234,ESP000000280,MARI GENI,12.0,0.83,Madera,69.14,Baja Definitiva,Burela,Lugo,Galicia,Artes fijas,8,8
235,ESP000000281,VALLE VILLAR,8.35,2.631333333333333,Madera,11.77,Baja Definitiva,Burela,Lugo,Galicia,Artes fijas,5,8
236,ESP000000283,JESUS MARIA,9.996,5.296666666666666,Madera,50.01,Baja Definitiva,Burela,Lugo,Galicia,Artes fijas,5,8
237,ESP000000284,MADRE QUERIDA,30.18,279.0,Acero,514.85,Baja Definitiva,Burela,Lugo,Galicia,Artes fijas,21,6
238,ESP000000285,PLAYA DE CILLERO,22.0,114.58,Madera,330.97,Baja Definitiva,San Vicente de la Barquera,Cantabria,Cantabria,Cerco,7,5
239,ESP000000286,NUEVO ISIDORO,27.0,185.0,Acero,294.2,Baja Definitiva,Burela,Lugo,Galicia,Arrastre,15,1
240,ESP000000287,HERMANOS PARDO,22.0,56.896,Madera,147.1,Baja Definitiva,Burela,Lugo,Galicia,Palangre,2,5
241,ESP000000288,PERLA DEL MASMA,24.36,114.0,Madera,220.65,Baja Definitiva,Burela,Lugo,Galicia,Palangre,13,5
242,ESP000000289,NUEVO MARIA ESTHER,24.5,147.0,Madera,236.83,Baja Definitiva,Burela,Lugo,Galicia,Palangre,17,5
243,ESP000000290,COSTAS BEIVIDE,11.155333333333337,7.27,Madera,50.01,Baja Definitiva,Burela,Lugo,Galicia,Palangre,7,8
244,ESP000000292,ANA DAMA,10.0,5.89,Madera,25.01,Baja Definitiva,Burela,Lugo,Galicia,Palangre,7,8
245,ESP000000293,PAZ,8.98,3.0186666666666664,Madera,27.95,Baja Definitiva,Burela,Lugo,Galicia,Palangre,2,8
246,ESP000000294,ENRIQUETA,7.6,3.94,Madera,29.42,Baja Definitiva,San Ciprián,Lugo,Galicia,Artes menores,10,10
247,ESP000000296,GLORIA,6.0,0.97,Madera,7.35,Baja Definitiva,San Ciprián,Lugo,Galicia,Artes menores,6,10
248,ESP000000297,NUEVA VILLAVIEJA,13.6,18.0,Madera,102.97,Baja Definitiva,Burela,Lugo,Galicia,Artes menores,9,10
249,ESP000000298,ISLA DE SARON,18.8,38.0,Madera,139.74,Baja Definitiva,San Ciprián,Lugo,Galicia,Palangre,17,5
250,ESP000000299,TRES HERMANOS,10.05,4.35,Madera,44.13,Baja Definitiva,Ribadeo,Lugo,Galicia,Artes fijas,8,8
251,ESP000000301,BEATRIZ,9.2,4.02,Madera,17.65,Baja Definitiva,Vicedo,Lugo,Galicia,Artes menores,11,10
252,ESP000000302,TRES AMIGOS,12.43,7.86,Madera,23.54,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes menores,15,0
253,ESP000000304,MAR DEL SUR,9.0,3.29,Madera,17.65,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes menores,12,10
254,ESP000000305,ARCADIO,10.1,4.6,Madera,17.65,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes fijas,14,8
255,ESP000000306,IPAR,26.01,168.0,Acero,316.26,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Palangre,14,6
256,ESP000000310,VALENTINA,7.86,0.7746666666666666,Madera,4.41,Baja Definitiva,Vicedo,Lugo,Galicia,Artes fijas,2,8
257,ESP000000311,NOLO,6.4,1.45,Madera,11.77,Baja Definitiva,Vicedo,Lugo,Galicia,Artes menores,7,10
258,ESP000000312,CONCHA DE SAN CIPRIAN,21.9,79.106,Madera,220.65,Baja Definitiva,San Ciprián,Lugo,Galicia,Palangre,2,5
259,ESP000000313,ACEBAL,5.6,0.7,Madera,5.88,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes menores,9,10
260,ESP000000315,DOCE DE JULIO,7.45,2.1,Madera,19.12,Baja Definitiva,Burela,Lugo,Galicia,Artes menores,10,10
261,ESP000000317,MARIA LUZ,6.3,1.39,Madera,8.83,Baja Definitiva,San Ciprián,Lugo,Galicia,Palangre,7,8
262,ESP000000318,SOLEDAD,5.5,0.76,Madera,6.62,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes menores,6,10
263,ESP000000319,NUSA,6.0,1.15,Madera,5.88,Baja Definitiva,San Ciprián,Lugo,Galicia,Artes menores,6,10
264,ESP000000321,BABI,3.6,0.41,Madera,5.88,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes menores,6,10
265,ESP000000322,MARINO,7.51,1.158,Madera,8.83,Baja Definitiva,Cedeira,A Coruña,Galicia,Artes menores,4,10
266,ESP000000323,CORVINA,7.0,2.96,Madera,13.24,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes menores,5,10
267,ESP000000324,HAZ Y BENLLOCH,17.9,24.91,Madera,110.32,Baja Definitiva,Cedeira,A Coruña,Galicia,Artes fijas,17,5
268,ESP000000326,MARIA RITA,5.41,0.71,Madera,6.62,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes menores,8,10
269,ESP000000327,FRADERA NUMERO DOS,7.32,2.2826666666666666,Madera,11.77,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Palangre,5,8
270,ESP000000329,AMA BEGOÑA KOA NUMERO DOS,13.4,18.04,Madera,23.54,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Artes fijas,6,8
271,ESP000000330,MATIAS,8.3,1.99,Madera,23.54,Baja Definitiva,Vicedo,Lugo,Galicia,Artes menores,10,10
272,ESP000000332,AS DEL MAR,9.5,4.62,Madera,17.65,Baja Definitiva,Cillero,Lugo,Galicia,Artes menores,10,10
273,ESP000000334,GONRUBEN,8.55,3.05,Madera,17.65,Alta Definitiva,Burela,Lugo,Galicia,Artes menores,36,7
274,ESP000000335,LA PARRULA,5.2,0.7726666666666667,Madera,8.83,Baja Definitiva,Barquero-Bares,Lugo,Galicia,Desconocido,4,8
275,ESP000000337,JESUS DEL GRAN PODER,8.212666666666667,3.085333333333333,Madera,28.68,Baja Definitiva,Cillero,Lugo,Galicia,Desconocido,2,8
276,ESP000000339,MARIA DEL CARMEN,7.85,1.63,Madera,11.77,Baja Definitiva,Cillero,Lugo,Galicia,Artes menores,11,10
277,ESP000000340,SEIRAMAR,30.5,205.0,Acero,514.85,Baja Definitiva,Burela,Lugo,Galicia,Arrastre,21,6
278,ESP000000341,NUEVO COSTA DE AFRICA,11.0,7.71,Madera,63.99,Baja Definitiva,Cillero,Lugo,Galicia,Artes menores,10,10
279,ESP000000342,MICAELA,5.038666666666667,0.89,Madera,7.35,Baja Definitiva,Vicedo,Lugo,Galicia,Artes menores,8,10
280,ESP000000343,S.U.,11.9,8.68,Madera,17.65,Baja Definitiva,Vicedo,Lugo,Galicia,Artes fijas,8,8
281,ESP000000344,PAQUITA,11.5,5.332666666666667,Madera,35.3,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,2,8
282,ESP000000345,HYDRA,15.7,30.84,Acero,220.65,Baja Definitiva,Rosas,Girona,Cataluña,Cerco,17,1
283,ESP000000346,GEMA,16.75,52.18,Madera,235.36,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,26,1
284,ESP000000347,CHAPARRO II,24.0,92.55,Madera,463.36,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,12,5
285,ESP000000348,MADOBE,28.0,112.0,Acero,563.24,Alta Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,36,1
286,ESP000000350,VALL DE PINS,22.8,138.78,Madera,403.05,Baja Definitiva,Castellon de la Plana,Castellón,Comunitat Valenciana,Arrastre,7,5
287,ESP000000351,ARISO,18.1,51.4,Madera,330.97,Baja Definitiva,Rosas,Girona,Cataluña,Arrastre,11,5
288,ESP000000352,PEDRA,25.0,112.0,Acero,588.4,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,25,1
289,ESP000000353,SERENO Y SERENA,14.9,22.33133333333333,Madera,102.97,Baja Definitiva,Tarragona,Tarragona,Cataluña,Desconocido,3,8
290,ESP000000354,TERESA,12.89,17.39,Madera,46.34,Baja Definitiva,Vilanova y la Geltrú,Barcelona,Cataluña,Arrastre,16,5
291,ESP000000356,TORTOSINA,17.5,41.15,Madera,294.2,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,17,5
292,ESP000000357,CARMEN SALVADORA,12.72,9.626666666666669,Madera,36.04,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,4,8
293,ESP000000359,BALTASAR I,16.95,34.3,Madera,220.65,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,12,5
294,ESP000000360,RAMON JUAN,14.5,20.75333333333333,Madera,102.97,Baja Definitiva,Tarragona,Tarragona,Cataluña,Desconocido,1,8
295,ESP000000361,LA GUITA,22.48,87.35,Madera,392.02,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,19,5
296,ESP000000362,NARCISA,22.64,78.8,Madera,382.46,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,15,5
297,ESP000000364,HERMANOS PEDROL LILOT,25.87,89.67,Madera,441.3,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,17,5
298,ESP000000366,GLORIA MAR DOS,28.5,105.57,Acero,536.91,Baja Definitiva,Rosas,Girona,Cataluña,Arrastre,23,6
299,ESP000000367,MARIA DEL MAR,9.48,4.11,Madera,33.83,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,3,8
300,ESP000000368,F.PONS,26.0,82.79,Acero,445.59,Alta Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,36,1
301,ESP000000369,GAYA,15.5,28.59,Madera,264.78,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,12,5
302,ESP000000370,J PONS,15.7,31.9,Acero,294.2,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,28,1
303,ESP000000371,MARIA FERRE DOS,28.0,96.97,Acero,514.71,Alta Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,36,1
304,ESP000000372,HERMANOS DOMENECH,18.5,58.39,Madera,294.2,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,15,5
305,ESP000000373,SEBASTIAN Y LOLA,15.3,27.49,Madera,211.09,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,6,5
306,ESP000000374,CHEPUS,14.65,19.45,Madera,55.16,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,25,1
307,ESP000000375,DOS HERMANOS ESTEVE,11.15,4.836666666666667,Madera,33.1,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,1,8
308,ESP000000376,CIUTAT DE TARRAGONA,15.6,35.33,Madera,175.05,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,16,5
309,ESP000000377,PACHINANDO,17.78,22.89,Acero,294.2,Alta Definitiva,Vilanova y la Geltrú,Barcelona,Cataluña,Cerco,36,1
310,ESP000000378,FESOL,15.3,36.93066666666666,Madera,194.91,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,3,5
311,ESP000000379,CHIMO,15.7,30.88,Acero,210.29,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,35,1
312,ESP000000380,LLAMPEC,16.46,21.3,Madera,253.75,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,14,5
313,ESP000000381,JOVEN CARMEN,10.2,8.83,Madera,33.1,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,5,8
314,ESP000000382,SERAFI,5.9,1.07,Madera,6.62,Baja Definitiva,Tarragona,Tarragona,Cataluña,Artes menores,19,0
315,ESP000000383,BENJAMIN,9.9,4.550666666666667,Madera,42.66,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,3,8
316,ESP000000384,KIL PETIT,16.4,30.01,Madera,202.21,Alta Definitiva,Cambrils,Tarragona,Cataluña,Cerco,36,7
317,ESP000000385,AVI JUANITO,16.76,50.46,Madera,245.66,Baja Definitiva,Tarragona,Tarragona,Cataluña,Cerco,16,5
318,ESP000000387,ANTONI DE LA CREU,18.65,83.79133333333333,Madera,316.26,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,4,5
319,ESP000000388,SAN MARCOS,15.6,31.575333333333333,Madera,86.79,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,1,8
320,ESP000000389,JOSEFINA,12.6,10.286666666666669,Madera,55.16,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,2,8
321,ESP000000390,CONSUELO TERESA,11.48,9.48,Madera,35.3,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,27,7
322,ESP000000391,TOBLAISA,18.064666666666668,50.34,Madera,132.39,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,12,5
323,ESP000000392,CAMPOMARES,14.2,13.82066666666667,Madera,57.37,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,5,8
324,ESP000000393,JOAN,10.3,5.952666666666667,Madera,44.13,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,2,8
325,ESP000000394,MORENETA,16.721999999999994,34.6,Madera,169.16,Baja Definitiva,San Carlos de la Rápita,Tarragona,Cataluña,Arrastre,12,5
326,ESP000000395,MUNDELI,16.52,28.89,Madera,81.64,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,26,1
327,ESP000000396,PANCHILLETA II,25.3,119.98,Madera,698.72,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,13,5
328,ESP000000397,PEDRO Y ROSA,21.47,34.97,Madera,235.36,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,26,1
329,ESP000000398,PEPITO LA LULA,26.46,82.66,Madera,632.53,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,19,5
330,ESP000000399,PERLA DE COMI,18.1,50.67,Madera,316.26,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,19,5
331,ESP000000400,GELTRU,19.0,89.53,Madera,125.03,Baja Definitiva,Vilanova y la Geltrú,Barcelona,Cataluña,Arrastre,16,5
332,ESP000000401,PILAR MUNDELI,25.06,96.0,Acero,478.07,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,25,1
333,ESP000000402,ROGELIA Y ALFREDO,19.78,41.6,Madera,147.1,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,20,5
334,ESP000000403,ROSA,9.15,6.6226666666666665,Madera,44.13,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,4,8
335,ESP000000404,SANTA CINTA,14.6,21.83,Madera,55.16,Baja Definitiva,Ampolla,Tarragona,Cataluña,Arrastre,12,5
336,ESP000000405,TIO GEL,28.814666666666664,82.39,Madera,533.24,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,10,5
337,ESP000000406,TITARIO,19.35,40.06,Madera,66.19,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,15,5
338,ESP000000407,LLAMBRICH BOQUERA,28.0,103.62,Acero,625.17,Baja Definitiva,Ceuta,Ceuta,Ceuta,Arrastre,9,6
339,ESP000000408,ABANDERADO,16.5,48.96,Madera,294.2,Baja Definitiva,Palamós,Girona,Cataluña,Cerco,12,5
340,ESP000000409,ALFONSO Y CINTA,21.96,56.06,Madera,441.3,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,28,1
341,ESP000000410,AMETLLA DE MAR,14.25,30.67,Acero,169.16,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,12,5
342,ESP000000411,ASTASIO,14.64,31.33666666666667,Madera,143.42,Baja Definitiva,Blanes,Girona,Cataluña,Cerco,3,5
343,ESP000000412,BOQUERA,16.69533333333333,29.49,Acero,169.16,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,8,5
344,ESP000000413,CASERO,20.516,29.98,Acero,222.12,Baja Definitiva,Blanes,Girona,Cataluña,Cerco,9,5
345,ESP000000414,HERMANOS BRULL VILA,20.0,34.93,Acero,294.1,Alta Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,36,1
346,ESP000000415,LUZ DIVINA,16.4,33.56,Madera,147.1,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,9,5
347,ESP000000416,PILAR DE FELIX,20.42,59.79,Madera,441.3,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,15,5
348,ESP000000417,PADRI GUSTAVO,18.9,35.15,Madera,143.42,Baja Definitiva,Burriana,Castellón,Comunitat Valenciana,Cerco,15,5
349,ESP000000418,TOFOL Y MARIA,14.6,27.55,Madera,202.26,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Artes menores,10,10
350,ESP000000419,ANGELA,13.9,16.49,Madera,51.48,Baja Definitiva,Cambrils,Tarragona,Cataluña,Arrastre,14,5
351,ESP000000420,ANDREA,14.25,21.11,Madera,51.48,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,14,5
352,ESP000000421,AVANZA,15.1,18.77,Madera,47.79,Alta Definitiva,Palamós,Girona,Cataluña,Arrastre,36,7
353,ESP000000422,ANDRES Y CINTA,16.7,40.75,Madera,294.2,Baja Definitiva,San Carlos de la Rápita,Tarragona,Cataluña,Arrastre,13,5
354,ESP000000423,BELLA CALA,18.9,40.61,Madera,202.26,Baja Definitiva,Burriana,Castellón,Comunitat Valenciana,Arrastre,16,5
355,ESP000000424,BELL HORITZO,23.42,67.38,Madera,367.0,Alta Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,36,1
356,ESP000000425,BUENAMAR,17.34,36.83,Madera,66.19,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,13,5
357,ESP000000426,CARMEN DE COLOMINES,21.4,88.7,Acero,441.3,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,10,5
358,ESP000000427,CINTA DE GARCIA,18.92,65.23,Madera,330.97,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,14,5
359,ESP000000428,CIROAG,21.3,53.9,Madera,316.18,Alta Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,36,1
360,ESP000000429,COVA LLARGA,29.5,121.0,Madera,490.58,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,25,1
361,ESP000000431,ELENA BRULL,16.08,38.52466666666667,Madera,194.91,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Desconocido,1,8
362,ESP000000432,ESTANY,23.93466666666667,76.76,Madera,330.97,Baja Definitiva,Calpe,Alicante,Comunitat Valenciana,Arrastre,12,5
363,ESP000000433,J.BLANCO,18.29,47.16,Madera,161.81,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,18,5
364,ESP000000434,JOSE JUAN,21.44,48.73,Madera,183.87,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,21,1
365,ESP000000435,LA ENCARNACION,14.78,61.19,Madera,152.25,Baja Definitiva,Santa Pola,Alicante,Comunitat Valenciana,Arrastre,8,5
366,ESP000000436,LA FRAU,22.71733333333333,86.0,Madera,319.94,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,11,5
367,ESP000000437,LAZARO ROSA,19.14,47.03,Madera,194.91,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,11,5
368,ESP000000438,LEONARDO BRULL,23.0,113.73,Acero,411.88,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Cerco,13,5
369,ESP000000439,LA SANTA ESPINA,22.92,156.35,Madera,485.43,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,9,5
370,ESP000000440,LOS MOCOS,21.84,61.51,Madera,316.26,Baja Definitiva,Ampolla,Tarragona,Cataluña,Arrastre,17,5
371,ESP000000441,MARGALEF,15.54,31.98,Madera,95.61,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,6,5
372,ESP000000442,MARISIN,25.96,81.0,Madera,319.94,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,14,5
373,ESP000000443,MEDA,14.3,22.01,Madera,91.94,Baja Definitiva,Vilanova y la Geltrú,Barcelona,Cataluña,Arrastre,14,5
374,ESP000000445,LA VIVETA,12.0,11.027333333333331,Madera,58.84,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Desconocido,1,8
375,ESP000000446,ALEGRIA DE JOSE,8.92,4.68,Madera,23.54,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Artes menores,19,0
