cfr,nombre,fc_alta_rgfp,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,fc_estado,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte
ESP000000206,IRU NEBARREBAK,1989-05-10,8.6,5.15,Madera,19.86,Baja Definitiva,1997-12-16,Lastres,Asturias,Asturias,Palangre
ESP000000207,JAIME CASINA,1989-05-10,16.2,26.59,Madera,94.14,Baja Definitiva,2008-04-18,Santurce,Bizkaia,País Vasco,Artes menores
ESP000000208,BETI LUDIKO ATZEGIÑA,1989-05-10,14.0,22.16,Madera,94.14,Baja Definitiva,1995-02-14,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000209,EUSKADI,1989-05-10,9.02,4.19,Madera,47.07,Baja Definitiva,2000-03-22,Castro Urdiales,Cantabria,Cantabria,Palangre
ESP000000210,AZURBIA,1989-05-10,10.0,6.022666666666667,Madera,44.13,Baja Definitiva,1991-12-31,Bermeo,Bizkaia,País Vasco,Desconocido
ESP000000211,MUGIKA,1989-05-10,20.0,44.0,Madera,205.94,Baja Definitiva,2004-04-12,Fuenterrabia,Gipuzkoa,País Vasco,Palangre
ESP000000212,BETI INCHAUSTI,1989-05-10,16.0,21.0,Madera,94.14,Baja Definitiva,2003-04-10,Bermeo,Bizkaia,País Vasco,Artes menores
ESP000000213,JAVIER ETA GAISKA,1989-05-10,12.1,9.882666666666665,Madera,75.02,Baja Definitiva,1994-06-28,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000214,AGATE DEUNA,1989-05-10,17.0,27.0,Madera,205.94,Baja Definitiva,2006-09-07,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000215,BETI SALADA,1989-05-10,8.2,2.95,Madera,25.74,Baja Definitiva,2001-05-07,Plencia,Bizkaia,País Vasco,Artes menores
ESP000000217,ITXAS BEGI,1989-05-10,20.3,37.0,Madera,136.8,Baja Definitiva,2005-05-16,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000218,OKARANTZA,1989-05-10,13.040666666666665,21.07,Madera,94.14,Baja Definitiva,1994-06-30,Fuenterrabia,Gipuzkoa,País Vasco,Palangre
ESP000000219,SABIN,1989-05-10,17.0,31.76,Madera,125.03,Baja Definitiva,1991-12-31,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000220,ZERUKO IZARRA,1989-05-10,17.5,22.93666666666667,Madera,117.68,Baja Definitiva,1993-03-01,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000221,ASTRAL,1989-05-10,15.0,13.444666666666668,Madera,94.14,Baja Definitiva,1991-12-19,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000222,JUAN SEBASTIAN ELCANO,1989-05-10,16.0,22.13133333333333,Madera,91.94,Baja Definitiva,1992-04-03,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000223,SAN JUAN BOSCO,1989-05-10,13.539333333333332,14.264666666666667,Madera,76.49,Baja Definitiva,1991-12-31,Santander,Cantabria,Cantabria,Palangre
ESP000000224,SETIEN,1989-05-10,12.044666666666666,20.05,Madera,73.55,Baja Definitiva,1996-12-05,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000225,SERANTES MENDI,1989-05-10,21.125333333333334,73.124,Madera,205.94,Baja Definitiva,1991-12-19,Bermeo,Bizkaia,País Vasco,Cerco
ESP000000226,NUEVO BASALDUA,1989-05-10,25.6,80.80866666666665,Madera,205.94,Baja Definitiva,1993-05-07,Laredo,Cantabria,Cantabria,Palangre
ESP000000227,GRAN SAN PEDRO,1989-05-10,26.61,113.0,Madera,279.49,Baja Definitiva,2006-03-27,Bermeo,Bizkaia,País Vasco,Cerco
ESP000000228,SANTA MAÑE,1989-05-10,30.56,107.0,Madera,369.96,Baja Definitiva,2002-10-24,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,Cerco
ESP000000229,MONTECARLO,1989-05-10,26.0,108.03,Madera,242.71,Baja Definitiva,2002-05-21,Bermeo,Bizkaia,País Vasco,Cerco
ESP000000230,NUEVO MIREN BEGOÑA,1989-05-10,27.0,116.75,Madera,294.2,Baja Definitiva,2003-07-14,Fuenterrabia,Gipuzkoa,País Vasco,Cerco
ESP000000231,CARNAVAL,1989-05-10,26.489333333333338,89.0,Madera,242.71,Baja Definitiva,1995-02-09,Bermeo,Bizkaia,País Vasco,Cerco
ESP000000232,MARIA ROSARIO DE FATIMA,1989-05-10,30.0,119.0,Acero,514.85,Baja Definitiva,1996-11-19,Bermeo,Bizkaia,País Vasco,Cerco
ESP000000233,ANA MARI,1989-05-10,27.0,119.69733333333332,Madera,242.71,Baja Definitiva,1991-12-19,Burela,Lugo,Galicia,Cerco
ESP000000234,SANTA MARIA DE SABADA,1989-05-10,25.626666666666672,112.01,Madera,242.71,Baja Definitiva,2000-06-16,Aviles,Asturias,Asturias,Cerco
ESP000000235,CUMBRE DEL GORBEA,1989-05-10,18.956,161.68,Madera,198.58,Baja Definitiva,1997-04-08,Bermeo,Bizkaia,País Vasco,Cerco
ESP000000236,MIRLO DE ORO,1989-05-10,24.229333333333333,85.67466666666665,Madera,242.71,Baja Definitiva,1991-05-03,Ceuta,Ceuta,Ceuta,Artes menores
ESP000000237,NUEVO SAN NICOLAS,1989-05-10,26.0,77.39399999999999,Madera,205.94,Baja Definitiva,1991-12-19,Bermeo,Bizkaia,País Vasco,Cerco
ESP000000238,NUEVO ARCA DE NOE,1989-05-10,23.5,92.2,Madera,296.41,Baja Definitiva,2000-05-12,Aviles,Asturias,Asturias,Cerco
ESP000000239,GRAN TIMOTEA,1989-05-10,26.296000000000003,140.28,Madera,242.71,Baja Definitiva,1997-07-09,Motrico,Gipuzkoa,País Vasco,Cerco
ESP000000240,GEMMA,1989-05-10,10.2,6.196,Madera,44.13,Baja Definitiva,1991-12-31,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000241,LAMERA TXIKI,1989-05-10,17.52,37.45933333333334,Madera,169.16,Baja Definitiva,1993-03-01,Bermeo,Bizkaia,País Vasco,Palangre
ESP000000242,NUEVO SAN MIGUEL,1989-05-10,26.7,184.21,Madera,312.59,Baja Definitiva,1999-03-15,Ceuta,Ceuta,Ceuta,Cerco
ESP000000244,MAR HISPANICO,1989-05-10,31.32,200.0,Acero,566.33,Baja Definitiva,1997-07-09,Burela,Lugo,Galicia,Palangre
ESP000000245,NUEVO SAN PRUDENCIO,1989-05-10,27.0,109.0,Madera,172.84,Baja Definitiva,1996-12-23,Burela,Lugo,Galicia,Palangre
ESP000000246,NUEVA CAMILA,1989-05-10,9.26,3.45,Madera,66.19,Baja Definitiva,2007-01-09,Burela,Lugo,Galicia,Artes menores
ESP000000247,SEGUNDO CHOUPIN,1989-05-10,10.8,4.960666666666667,Madera,41.92,Baja Definitiva,1994-03-28,Burela,Lugo,Galicia,Artes fijas
ESP000000248,VILLA DE SARGADELOS,1989-05-10,33.6,187.0,Acero,551.62,Baja Definitiva,2014-03-17,Cillero,Lugo,Galicia,Artes fijas
ESP000000250,VIEIRASA,1989-05-10,32.78,264.0,Acero,458.95,Baja Definitiva,2010-03-08,Burela,Lugo,Galicia,Palangre
ESP000000251,NUEVO HERMANOS CASINA,1989-05-10,16.0,47.0,Madera,94.14,Baja Definitiva,2000-01-18,Burela,Lugo,Galicia,Artes fijas
ESP000000252,GERVIC,1989-05-10,5.4,0.6973333333333334,Madera,3.68,Baja Definitiva,1992-05-12,Burela,Lugo,Galicia,Palangre
ESP000000255,NUEVO GAVILAN DEL MAR,1989-05-10,26.4,181.23,Madera,312.59,Baja Definitiva,1998-12-11,Burela,Lugo,Galicia,Palangre
ESP000000256,CONCHA DE CARIÑO,1989-05-10,10.920666666666667,8.304,Madera,75.02,Baja Definitiva,1992-06-30,Burela,Lugo,Galicia,Cerco
ESP000000257,MENENDEZ VALDES,1989-05-10,25.6,107.0,Madera,294.2,Baja Definitiva,1996-07-12,Santander,Cantabria,Cantabria,Arrastre
ESP000000258,YOSU ENEKO,1989-05-10,25.2,121.0,Acero,294.2,Baja Definitiva,2006-04-26,Burela,Lugo,Galicia,Arrastre
ESP000000259,TERO,1989-05-10,8.01,1.96,Madera,11.77,Baja Definitiva,2003-07-10,Burela,Lugo,Galicia,Artes menores
ESP000000260,AMADORIN,1989-05-10,9.482,4.23,Madera,35.3,Baja Definitiva,1998-01-16,Burela,Lugo,Galicia,Artes fijas
ESP000000261,PEÑA ORXAL,1989-05-10,24.0,83.0,Madera,257.42,Baja Definitiva,1997-03-25,Burela,Lugo,Galicia,Cerco
ESP000000262,PERLA,1989-05-10,8.4,4.31,Madera,23.54,Baja Definitiva,1995-05-25,Burela,Lugo,Galicia,Artes fijas
ESP000000263,JUAN DE AUSTRIA II,1989-05-10,10.2,5.5,Madera,23.54,Baja Definitiva,1996-05-21,San Ciprián,Lugo,Galicia,Artes fijas
ESP000000264,MARIA AURORA,1989-05-10,5.34,0.78,Madera,23.54,Baja Definitiva,2003-12-15,Burela,Lugo,Galicia,Artes menores
ESP000000265,SIEMPRE FORTUNA,1989-05-10,9.76,3.44,Madera,44.12,Alta Definitiva,1989-05-10,Burela,Lugo,Galicia,Artes menores
ESP000000267,SANTA MARIA DE BURELA,1989-05-10,23.95,79.80199999999999,Madera,205.94,Baja Definitiva,1991-12-19,Burela,Lugo,Galicia,Palangre
ESP000000268,REINA DEL MAR DE BURELA,1989-05-10,23.0,76.084,Madera,205.94,Baja Definitiva,1991-12-19,Burela,Lugo,Galicia,Palangre
ESP000000269,ATILANO JUAN,1989-05-10,24.54,137.67,Madera,257.42,Baja Definitiva,1996-12-03,Burela,Lugo,Galicia,Palangre
ESP000000271,PROMONTORIO,1989-05-10,27.52,201.0,Acero,353.04,Baja Definitiva,2002-07-16,Aviles,Asturias,Asturias,Artes fijas
ESP000000272,DINA,1989-05-10,23.1,65.728,Madera,183.87,Baja Definitiva,1991-12-31,La Guardia,Pontevedra,Galicia,Palangre
ESP000000273,PERNAS GOMEZ,1989-05-10,20.9,79.75066666666666,Madera,316.26,Baja Definitiva,1991-06-28,La Coruña,A Coruña,Galicia,Palangre
ESP000000274,NUEVO CRISTO DE MEDINACELI,1989-05-10,23.5,77.83133333333335,Madera,205.94,Baja Definitiva,1991-12-19,Burela,Lugo,Galicia,Palangre
ESP000000275,BRISAS DEL CANTABRICO,1989-05-10,23.23,76.72133333333333,Madera,205.94,Baja Definitiva,1991-12-19,Burela,Lugo,Galicia,Palangre
ESP000000276,SAGRADA FAMILIA,1989-05-10,21.9,72.2,Madera,176.52,Baja Definitiva,1999-07-06,Santander,Cantabria,Cantabria,Cerco
ESP000000277,APOSTOL SANTIAGO,1989-05-10,24.26,79.28133333333334,Madera,220.65,Baja Definitiva,1991-12-19,Burela,Lugo,Galicia,Palangre
ESP000000278,MASSO 32,1989-05-10,31.32,221.28,Acero,514.85,Baja Definitiva,1999-04-21,Burela,Lugo,Galicia,Palangre
ESP000000279,NUEVO EBENEZER,1989-05-10,28.15,238.0,Acero,485.43,Alta Definitiva,1989-05-10,Burela,Lugo,Galicia,Artes fijas
ESP000000280,MARI GENI,1989-05-10,12.0,0.83,Madera,69.14,Baja Definitiva,1997-12-01,Burela,Lugo,Galicia,Artes fijas
ESP000000281,VALLE VILLAR,1989-05-10,8.35,2.631333333333333,Madera,11.77,Baja Definitiva,1994-05-13,Burela,Lugo,Galicia,Artes fijas
ESP000000283,JESUS MARIA,1989-05-10,9.996,5.296666666666666,Madera,50.01,Baja Definitiva,1994-05-13,Burela,Lugo,Galicia,Artes fijas
ESP000000284,MADRE QUERIDA,1989-05-10,30.18,279.0,Acero,514.85,Baja Definitiva,2010-05-19,Burela,Lugo,Galicia,Artes fijas
ESP000000285,PLAYA DE CILLERO,1989-05-10,22.0,114.58,Madera,330.97,Baja Definitiva,1996-09-16,San Vicente de la Barquera,Cantabria,Cantabria,Cerco
ESP000000286,NUEVO ISIDORO,1989-05-10,27.0,185.0,Acero,294.2,Baja Definitiva,2004-07-28,Burela,Lugo,Galicia,Arrastre
ESP000000287,HERMANOS PARDO,1989-05-10,22.0,56.895999999999994,Madera,147.1,Baja Definitiva,1992-03-13,Burela,Lugo,Galicia,Palangre
ESP000000288,PERLA DEL MASMA,1989-05-10,24.36,114.0,Madera,220.65,Baja Definitiva,2002-11-27,Burela,Lugo,Galicia,Palangre
ESP000000289,NUEVO MARIA ESTHER,1989-05-10,24.5,147.0,Madera,236.83,Baja Definitiva,2006-12-13,Burela,Lugo,Galicia,Palangre
ESP000000290,COSTAS BEIVIDE,1989-05-10,11.155333333333335,7.27,Madera,50.01,Baja Definitiva,1996-11-25,Burela,Lugo,Galicia,Palangre
ESP000000292,ANA DAMA,1989-05-10,10.0,5.89,Madera,25.01,Baja Definitiva,1996-07-15,Burela,Lugo,Galicia,Palangre
ESP000000293,PAZ,1989-05-10,8.98,3.0186666666666664,Madera,27.95,Baja Definitiva,1991-12-31,Burela,Lugo,Galicia,Palangre
ESP000000294,ENRIQUETA,1989-05-10,7.6,3.94,Madera,29.42,Baja Definitiva,2000-02-02,San Ciprián,Lugo,Galicia,Artes menores
ESP000000296,GLORIA,1989-05-10,6.0,0.97,Madera,7.35,Baja Definitiva,1996-02-07,San Ciprián,Lugo,Galicia,Artes menores
ESP000000297,NUEVA VILLAVIEJA,1989-05-10,13.6,18.0,Madera,102.97,Baja Definitiva,1999-04-19,Burela,Lugo,Galicia,Artes menores
ESP000000298,ISLA DE SARON,1989-05-10,18.8,38.0,Madera,139.74,Baja Definitiva,2006-05-23,San Ciprián,Lugo,Galicia,Palangre
ESP000000299,TRES HERMANOS,1989-05-10,10.05,4.35,Madera,44.13,Baja Definitiva,1998-02-10,Ribadeo,Lugo,Galicia,Artes fijas
ESP000000301,BEATRIZ,1989-05-10,9.2,4.02,Madera,17.65,Baja Definitiva,2000-05-25,Vicedo,Lugo,Galicia,Artes menores
ESP000000302,TRES AMIGOS,1989-05-10,12.43,7.86,Madera,23.54,Baja Definitiva,2004-11-24,Barquero-Bares,Lugo,Galicia,Artes menores
ESP000000304,MAR DEL SUR,1989-05-10,9.0,3.29,Madera,17.65,Baja Definitiva,2001-12-21,Barquero-Bares,Lugo,Galicia,Artes menores
ESP000000305,ARCADIO,1989-05-10,10.1,4.6,Madera,17.65,Baja Definitiva,2004-03-08,Barquero-Bares,Lugo,Galicia,Artes fijas
ESP000000306,IPAR,1989-05-10,26.01,168.0,Acero,316.26,Baja Definitiva,2003-05-20,Santa Eugenia de Riveira,A Coruña,Galicia,Palangre
ESP000000310,VALENTINA,1989-05-10,7.86,0.7746666666666666,Madera,4.41,Baja Definitiva,1991-12-19,Vicedo,Lugo,Galicia,Artes fijas
ESP000000311,NOLO,1989-05-10,6.4,1.45,Madera,11.77,Baja Definitiva,1997-04-24,Vicedo,Lugo,Galicia,Artes menores
ESP000000312,CONCHA DE SAN CIPRIAN,1989-05-10,21.9,79.106,Madera,220.65,Baja Definitiva,1991-12-19,San Ciprián,Lugo,Galicia,Palangre
ESP000000313,ACEBAL,1989-05-10,5.6,0.7,Madera,5.88,Baja Definitiva,1998-12-02,Barquero-Bares,Lugo,Galicia,Artes menores
ESP000000315,DOCE DE JULIO,1989-05-10,7.45,2.1,Madera,19.12,Baja Definitiva,2000-01-10,Burela,Lugo,Galicia,Artes menores
ESP000000317,MARIA LUZ,1989-05-10,6.3,1.39,Madera,8.83,Baja Definitiva,1997-02-12,San Ciprián,Lugo,Galicia,Palangre
ESP000000318,SOLEDAD,1989-05-10,5.5,0.76,Madera,6.62,Baja Definitiva,1995-06-30,Barquero-Bares,Lugo,Galicia,Artes menores
ESP000000319,NUSA,1989-05-10,6.0,1.15,Madera,5.88,Baja Definitiva,1995-06-13,San Ciprián,Lugo,Galicia,Artes menores
ESP000000321,BABI,1989-05-10,3.6,0.41,Madera,5.88,Baja Definitiva,1995-10-06,Barquero-Bares,Lugo,Galicia,Artes menores
ESP000000322,MARINO,1989-05-10,7.51,1.1580000000000001,Madera,8.83,Baja Definitiva,1994-04-11,Cedeira,A Coruña,Galicia,Artes menores
ESP000000323,CORVINA,1989-05-10,7.0,2.96,Madera,13.24,Baja Definitiva,1995-02-21,Barquero-Bares,Lugo,Galicia,Artes menores
ESP000000324,HAZ Y BENLLOCH,1989-05-10,17.9,24.91,Madera,110.32,Baja Definitiva,2006-11-27,Cedeira,A Coruña,Galicia,Artes fijas
ESP000000326,MARIA RITA,1989-05-10,5.41,0.71,Madera,6.62,Baja Definitiva,1997-08-22,Barquero-Bares,Lugo,Galicia,Artes menores
ESP000000327,FRADERA NUMERO DOS,1989-05-10,7.32,2.2826666666666666,Madera,11.77,Baja Definitiva,1994-10-28,Barquero-Bares,Lugo,Galicia,Palangre
ESP000000329,AMA BEGOÑA KOA NUMERO DOS,1989-05-10,13.4,18.04,Madera,23.54,Baja Definitiva,1996-01-18,Barquero-Bares,Lugo,Galicia,Artes fijas
ESP000000330,MATIAS,1989-05-10,8.3,1.99,Madera,23.54,Baja Definitiva,1999-10-05,Vicedo,Lugo,Galicia,Artes menores
ESP000000332,AS DEL MAR,1989-05-10,9.5,4.62,Madera,17.65,Baja Definitiva,2000-02-10,Cillero,Lugo,Galicia,Artes menores
ESP000000334,GONRUBEN,1989-05-10,8.55,3.05,Madera,17.65,Alta Definitiva,1989-05-10,Burela,Lugo,Galicia,Artes menores
ESP000000335,LA PARRULA,1989-05-10,5.2,0.7726666666666667,Madera,8.83,Baja Definitiva,1994-03-28,Barquero-Bares,Lugo,Galicia,Desconocido
ESP000000337,JESUS DEL GRAN PODER,1989-05-10,8.212666666666667,3.085333333333333,Madera,28.68,Baja Definitiva,1991-12-12,Cillero,Lugo,Galicia,Desconocido
ESP000000339,MARIA DEL CARMEN,1989-05-10,7.85,1.63,Madera,11.77,Baja Definitiva,2000-10-25,Cillero,Lugo,Galicia,Artes menores
ESP000000340,SEIRAMAR,1989-05-10,30.5,205.0,Acero,514.85,Baja Definitiva,2010-06-21,Burela,Lugo,Galicia,Arrastre
ESP000000341,NUEVO COSTA DE AFRICA,1989-05-10,11.0,7.71,Madera,63.99,Baja Definitiva,1999-07-26,Cillero,Lugo,Galicia,Artes menores
ESP000000342,MICAELA,1989-05-10,5.038666666666667,0.89,Madera,7.35,Baja Definitiva,1997-06-26,Vicedo,Lugo,Galicia,Artes menores
ESP000000343,S.U.,1989-05-10,11.9,8.68,Madera,17.65,Baja Definitiva,1997-12-18,Vicedo,Lugo,Galicia,Artes fijas
ESP000000344,PAQUITA,1989-05-10,11.5,5.332666666666667,Madera,35.3,Baja Definitiva,1991-12-10,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000345,HYDRA,1989-05-10,15.7,30.84,Acero,220.65,Baja Definitiva,2007-02-08,Rosas,Girona,Cataluña,Cerco
ESP000000346,GEMA,1989-05-10,16.75,52.18,Madera,235.36,Baja Definitiva,2015-10-27,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000347,CHAPARRO II,1989-05-10,24.0,92.55,Madera,463.36,Baja Definitiva,2002-03-06,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000348,MADOBE,1989-05-10,28.0,112.0,Acero,563.24,Alta Definitiva,1989-05-10,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000350,VALL DE PINS,1989-05-10,22.8,138.78,Madera,403.05,Baja Definitiva,1996-08-05,Castellon de la Plana,Castellón,Comunitat Valenciana,Arrastre
ESP000000351,ARISO,1989-05-10,18.1,51.4,Madera,330.97,Baja Definitiva,2000-09-22,Rosas,Girona,Cataluña,Arrastre
ESP000000352,PEDRA,1989-05-10,25.0,112.0,Acero,588.4,Baja Definitiva,2015-01-09,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000353,SERENO Y SERENA,1989-05-10,14.9,22.33133333333333,Madera,102.97,Baja Definitiva,1993-02-23,Tarragona,Tarragona,Cataluña,Desconocido
ESP000000354,TERESA,1989-05-10,12.89,17.39,Madera,46.34,Baja Definitiva,2005-11-02,Vilanova y la Geltrú,Barcelona,Cataluña,Arrastre
ESP000000356,TORTOSINA,1989-05-10,17.5,41.15,Madera,294.2,Baja Definitiva,2006-11-27,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000357,CARMEN SALVADORA,1989-05-10,12.72,9.626666666666667,Madera,36.04,Baja Definitiva,1993-06-21,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000359,BALTASAR I,1989-05-10,16.95,34.3,Madera,220.65,Baja Definitiva,2002-03-06,Tarragona,Tarragona,Cataluña,Cerco
ESP000000360,RAMON JUAN,1989-05-10,14.5,20.753333333333334,Madera,102.97,Baja Definitiva,1990-11-15,Tarragona,Tarragona,Cataluña,Desconocido
ESP000000361,LA GUITA,1989-05-10,22.48,87.35,Madera,392.02,Baja Definitiva,2008-10-02,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000362,NARCISA,1989-05-10,22.64,78.8,Madera,382.46,Baja Definitiva,2004-10-29,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000364,HERMANOS PEDROL LILOT,1989-05-10,25.87,89.67,Madera,441.3,Baja Definitiva,2006-12-22,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000366,GLORIA MAR DOS,1989-05-10,28.5,105.57,Acero,536.91,Baja Definitiva,2013-01-14,Rosas,Girona,Cataluña,Arrastre
ESP000000367,MARIA DEL MAR,1989-05-10,9.48,4.11,Madera,33.83,Baja Definitiva,1992-10-16,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000368,F.PONS,1989-05-10,26.0,82.79,Acero,445.59,Alta Definitiva,1989-05-10,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000369,GAYA,1989-05-10,15.5,28.59,Madera,264.78,Baja Definitiva,2002-04-08,La Ametlla De Mar,Tarragona,Cataluña,Cerco
ESP000000370,J PONS,1989-05-10,15.7,31.9,Acero,294.2,Baja Definitiva,2017-10-27,Tarragona,Tarragona,Cataluña,Cerco
ESP000000371,MARIA FERRE DOS,1989-05-10,28.0,96.97,Acero,514.71,Alta Definitiva,1989-05-10,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000372,HERMANOS DOMENECH,1989-05-10,18.5,58.39,Madera,294.2,Baja Definitiva,2004-12-10,Tarragona,Tarragona,Cataluña,Cerco
ESP000000373,SEBASTIAN Y LOLA,1989-05-10,15.3,27.49,Madera,211.09,Baja Definitiva,1996-04-11,Tarragona,Tarragona,Cataluña,Cerco
ESP000000374,CHEPUS,1989-05-10,14.65,19.45,Madera,55.16,Baja Definitiva,2015-01-15,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000375,DOS HERMANOS ESTEVE,1989-05-10,11.15,4.836666666666667,Madera,33.1,Baja Definitiva,1991-04-18,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000376,CIUTAT DE TARRAGONA,1989-05-10,15.6,35.33,Madera,175.05,Baja Definitiva,2005-10-03,Tarragona,Tarragona,Cataluña,Cerco
ESP000000377,PACHINANDO,1989-05-10,17.78,22.89,Acero,294.2,Alta Definitiva,1989-05-10,Vilanova y la Geltrú,Barcelona,Cataluña,Cerco
ESP000000378,FESOL,1989-05-10,15.3,36.93066666666666,Madera,194.91,Baja Definitiva,1992-07-15,Tarragona,Tarragona,Cataluña,Cerco
ESP000000379,CHIMO,1989-05-10,15.7,30.88,Acero,210.29,Baja Definitiva,2024-06-21,Tarragona,Tarragona,Cataluña,Cerco
ESP000000380,LLAMPEC,1989-05-10,16.46,21.3,Madera,253.75,Baja Definitiva,2004-04-13,Tarragona,Tarragona,Cataluña,Cerco
ESP000000381,JOVEN CARMEN,1989-05-10,10.2,8.83,Madera,33.1,Baja Definitiva,1995-04-03,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000382,SERAFI,1989-05-10,5.9,1.07,Madera,6.62,Baja Definitiva,2008-11-07,Tarragona,Tarragona,Cataluña,Artes menores
ESP000000383,BENJAMIN,1989-05-10,9.9,4.550666666666667,Madera,42.66,Baja Definitiva,1993-05-05,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000384,KIL PETIT,1989-05-10,16.4,30.01,Madera,202.21,Alta Definitiva,1989-05-10,Cambrils,Tarragona,Cataluña,Cerco
ESP000000385,AVI JUANITO,1989-05-10,16.76,50.46,Madera,245.66,Baja Definitiva,2005-10-03,Tarragona,Tarragona,Cataluña,Cerco
ESP000000387,ANTONI DE LA CREU,1989-05-10,18.65,83.79133333333333,Madera,316.26,Baja Definitiva,1994-02-10,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000388,SAN MARCOS,1989-05-10,15.6,31.575333333333333,Madera,86.79,Baja Definitiva,1990-11-15,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000389,JOSEFINA,1989-05-10,12.6,10.286666666666669,Madera,55.16,Baja Definitiva,1991-10-23,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000390,CONSUELO TERESA,1989-05-10,11.48,9.48,Madera,35.3,Baja Definitiva,2016-11-24,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000391,TOBLAISA,1989-05-10,18.064666666666668,50.34,Madera,132.39,Baja Definitiva,2001-10-22,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000392,CAMPOMARES,1989-05-10,14.2,13.82066666666667,Madera,57.37,Baja Definitiva,1994-06-09,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000393,JOAN,1989-05-10,10.3,5.952666666666667,Madera,44.13,Baja Definitiva,1991-12-31,Tarragona,Tarragona,Cataluña,Arrastre
ESP000000394,MORENETA,1989-05-10,16.721999999999994,34.6,Madera,169.16,Baja Definitiva,2001-06-18,San Carlos de la Rápita,Tarragona,Cataluña,Arrastre
ESP000000395,MUNDELI,1989-05-10,16.52,28.89,Madera,81.64,Baja Definitiva,2015-11-19,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000396,PANCHILLETA II,1989-05-10,25.3,119.98,Madera,698.72,Baja Definitiva,2002-06-17,La Ametlla De Mar,Tarragona,Cataluña,Cerco
ESP000000397,PEDRO Y ROSA,1989-05-10,21.47,34.97,Madera,235.36,Baja Definitiva,2015-10-27,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000398,PEPITO LA LULA,1989-05-10,26.46,82.66,Madera,632.53,Baja Definitiva,2008-12-22,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000399,PERLA DE COMI,1989-05-10,18.1,50.67,Madera,316.26,Baja Definitiva,2009-02-17,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000400,GELTRU,1989-05-10,19.0,89.53,Madera,125.03,Baja Definitiva,2006-04-19,Vilanova y la Geltrú,Barcelona,Cataluña,Arrastre
ESP000000401,PILAR MUNDELI,1989-05-10,25.06,96.0,Acero,478.07,Baja Definitiva,2014-11-11,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000402,ROGELIA Y ALFREDO,1989-05-10,19.78,41.6,Madera,147.1,Baja Definitiva,2010-01-22,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000403,ROSA,1989-05-10,9.149999999999999,6.6226666666666665,Madera,44.13,Baja Definitiva,1994-04-18,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000404,SANTA CINTA,1989-05-10,14.6,21.83,Madera,55.16,Baja Definitiva,2002-02-12,Ampolla,Tarragona,Cataluña,Arrastre
ESP000000405,TIO GEL,1989-05-10,28.814666666666664,82.39,Madera,533.24,Baja Definitiva,2000-05-05,La Ametlla De Mar,Tarragona,Cataluña,Cerco
ESP000000406,TITARIO,1989-05-10,19.35,40.06,Madera,66.19,Baja Definitiva,2004-11-10,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000000407,LLAMBRICH BOQUERA,1989-05-10,28.0,103.62,Acero,625.17,Baja Definitiva,1999-03-11,Ceuta,Ceuta,Ceuta,Arrastre
